Nycticebus_pygmaeus,Nycticebus_coucang,Loris_tardigradus,Galagoides_thomasi,Galago_matschiei,Galago_moholi,Galago_senegalensis,Galago_gallarum,Otolemur_garnettii,Otolemur_crassicaudatus,Sciurocheirus_alleni,Galagoides_zanzibaricus,Euoticus_pallidus,Euoticus_elegantulus,Perodicticus_potto,Arctocebus_calabarensis,Arctocebus_aureus,Daubentonia_madagascariensis,Indri_indri,Propithecus_diadema,Propithecus_tattersalli,Propithecus_verreauxi,Avahi_laniger,Varecia_variegata,Lemur_catta,Prolemur_simus,Hapalemur_aureus,Hapalemur_griseus,Eulemur_macaco,Eulemur_flavifrons,Eulemur_coronatus,Eulemur_rubriventer,Eulemur_mongoz,Eulemur_fulvus,Phaner_furcifer,Lepilemur_microdon,Lepilemur_edwardsi,Lepilemur_septentrionalis,Lepilemur_dorsalis,Lepilemur_ruficaudatus,Lepilemur_leucopus,Lepilemur_mustelinus,Cheirogaleus_medius,Cheirogaleus_major,Microcebus_myoxinus,Microcebus_rufus,Microcebus_murinus,Allocebus_trichotis,Tarsius_syrichta,Tarsius_bancanus,Tarsius_tarsier,Tarsius_dentatus,Tarsius_pumilus,Callicebus_cupreus,Callicebus_moloch,Callicebus_hoffmannsi,Callicebus_donacophilus,Callicebus_caligatus,Callicebus_personatus,Callicebus_dubius,Callicebus_brunneus,Callicebus_cinerascens,Callicebus_torquatus,Pithecia_albicans,Pithecia_aequatorialis,Pithecia_monachus,Pithecia_irrorata,Pithecia_pithecia,Chiropotes_chiropotes,Chiropotes_albinasus,Chiropotes_satanas,Cacajao_calvus,Cacajao_melanocephalus,Callithrix_aurita,Callithrix_kuhlii,Mico_mauesi,Callithrix_flaviceps,Mico_humeralifer,Callithrix_penicillata,Mico_nigriceps,Callithrix_jacchus,Callithrix_geoffroyi,Callimico_goeldii,Leontopithecus_chrysomelas,Leontopithecus_caissara,Leontopithecus_rosalia,Leontopithecus_chrysopygus,Saguinus_mystax,Saguinus_labiatus,Saguinus_inustus,Saguinus_imperator,Saguinus_midas,Saguinus_oedipus,Saguinus_geoffroyi,Saguinus_bicolor,Saguinus_leucopus,Leontocebus_nigricollis,Leontocebus_tripartitus,Leontocebus_fuscicollis,Saimiri_ustus,Saimiri_vanzolinii,Saimiri_sciureus,Saimiri_oerstedii,Saimiri_boliviensis,Sapajus_apella,Cebus_albifrons,Cebus_olivaceus,Cebus_capucinus,Aotus_trivirgatus,Aotus_nigriceps,Ateles_geoffroyi,Ateles_fusciceps,Ateles_paniscus,Ateles_chamek,Ateles_marginatus,Ateles_belzebuth,Brachyteles_arachnoides,Lagothrix_lagotricha,Oreonax_flavicauda,Alouatta_pigra,Alouatta_palliata,Alouatta_guariba,Alouatta_belzebul,Alouatta_caraya,Alouatta_sara,Alouatta_seniculus,Symphalangus_syndactylus,Hylobates_pileatus,Hylobates_lar,Hylobates_muelleri,Hylobates_moloch,Hylobates_klossii,Hylobates_agilis,Nomascus_leucogenys,Nomascus_gabriellae,Nomascus_concolor,Hoolock_hoolock,Pongo_pygmaeus,Pongo_abelii,Pan_troglodytes,Pan_paniscus,Gorilla_gorilla,Gorilla_beringei,Trachypithecus_auratus,Trachypithecus_cristatus,Trachypithecus_phayrei,Trachypithecus_obscurus,Trachypithecus_francoisi,Trachypithecus_delacouri,Trachypithecus_pileatus,Semnopithecus_entellus,Trachypithecus_johnii,Trachypithecus_vetulus,Trachypithecus_geei,Presbytis_thomasi,Presbytis_frontata,Presbytis_potenziani,Presbytis_hosei,Presbytis_rubicunda,Presbytis_femoralis,Presbytis_comata,Presbytis_melalophos,Rhinopithecus_bieti,Rhinopithecus_roxellana,Rhinopithecus_brelichi,Rhinopithecus_avunculus,Pygathrix_nigripes,Pygathrix_nemaeus,Pygathrix_cinerea,Simias_concolor,Nasalis_larvatus,Procolobus_rufomitratus,Procolobus_pennantii,Procolobus_verus,Procolobus_preussi,Procolobus_badius,Colobus_angolensis,Colobus_vellerosus,Colobus_satanas,Colobus_guereza,Colobus_polykomos,Macaca_sylvanus,Macaca_sinica,Macaca_nigrescens,Macaca_tonkeana,Macaca_hecki,Macaca_maura,Macaca_ochreata,Macaca_silenus,Macaca_nemestrina,Macaca_radiata,Macaca_assamensis,Macaca_thibetana,Macaca_mulatta,Macaca_fuscata,Macaca_nigra,Macaca_cyclopis,Macaca_arctoides,Macaca_fascicularis,Lophocebus_aterrimus,Papio_ursinus,Papio_cynocephalus,Papio_papio,Papio_hamadryas,Papio_anubis,Theropithecus_gelada,Mandrillus_sphinx,Mandrillus_leucophaeus,Cercocebus_atys,Lophocebus_albigena,Cercocebus_torquatus,Cercocebus_agilis,Cercocebus_galeritus,Cercopithecus_hamlyni,Cercopithecus_neglectus,Cercopithecus_diana,Cercopithecus_mona,Cercopithecus_pogonias,Cercopithecus_campbelli,Erythrocebus_patas,Chlorocebus_aethiops,Cercopithecus_sclateri,Cercopithecus_dryas,Cercopithecus_solatus,Cercopithecus_lhoesti,Cercopithecus_preussi,Cercopithecus_cephus,Cercopithecus_erythrotis,Cercopithecus_ascanius,Cercopithecus_petaurista,Cercopithecus_erythrogaster,Cercopithecus_mitis,Cercopithecus_nictitans,Miopithecus_talapoin,Allenopithecus_nigroviridis
44.69564623,44.69564623,44.69564623,56.394690035000004,58.120692850000005,58.120692850000005,58.120692850000005,58.120692850000005,60.914219542000005,60.914219542000005,66.17413987670001,59.86329349700001,53.067082109000005,53.067082109000005,47.688653692,47.688653692,47.688653692,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.69564623,44.69564623,44.69564623,56.394690035000004,58.120692850000005,58.120692850000005,58.120692850000005,58.120692850000005,59.86329349700001,59.86329349700001,59.86329349700001,66.174139808,53.067082109000005,53.067082109000005,47.688653692,47.688653692,47.688653692,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.69564623,44.69564623,44.69564623,53.067082109000005,53.067082109000005,53.067082109000005,53.067082109000005,53.067082109000005,53.067082109000005,53.067082109000005,53.067082109000005,53.067082109000005,66.174141863,63.199499579000005,47.688653692,47.688653692,47.688653692,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.69564623,44.69564623,44.69564623,53.067082109000005,53.067082109000005,53.067082109000005,53.067082109000005,53.067082109000005,53.067082109000005,53.067082109000005,53.067082109000005,53.067082109000005,63.199499579000005,66.174141863,47.688653692,47.688653692,47.688653692,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.69564623,44.69564623,44.69564623,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,66.174138776,53.713657856000005,53.713657856000005,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.69564623,44.69564623,44.69564623,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,53.713657856000005,66.174138779,60.347241201,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.69564623,44.69564623,44.69564623,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,47.688653692,53.713657856000005,60.347241201,66.174138779,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,66.17413295700001,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,27.957917467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,27.957917467,66.174139474,55.222151333999996,55.222151333999996,55.222151333999996,55.222151333999996,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,27.957917467,55.222151333999996,66.1741415276,62.198350927999996,62.198350927999996,56.290322026999995,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,27.957917467,55.222151333999996,62.198350927999996,66.17414152779999,64.185842782,56.290322026999995,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,27.957917467,55.222151333999996,62.198350927999996,64.185842782,66.1741415273,56.290322026999995,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,27.957917467,55.222151333999996,56.290322026999995,56.290322026999995,56.290322026999995,66.1741404997,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,27.957917467,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,66.174139817,54.527062011,54.527062011,54.527062011,54.527062011,54.527062011,54.527062011,54.527062011,54.527062011,54.527062011,54.527062011,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,27.957917467,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,54.527062011,66.174136386,61.279218978,61.279218978,61.279218978,57.093683909,57.093683909,57.093683909,57.093683909,57.093683909,57.093683909,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,19.71354368,27.957917467,44.351668487,44.351668487,44.351668487,44.351668487,44.351668487,54.527062011,61.279218978,66.1741381344,61.5624416754,61.5624416754,57.093683909,57.093683909,57.093683909,57.093683909,57.093683909,57.093683909,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,46.260681751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
